Bit_length,beta,gamma
15,0.6543923656244339,-0.7653930675726027
15,-0.5580071646373953,0.616648557409182
15,-0.5236693223848001,0.5242594946042611
16,-0.6562324143865952,0.6956930931257105
16,0.688050547462436,-0.736360615080864
16,-0.6964476679954253,0.7517301700784056
16,0.7154828587508251,-0.8014139268775134
16,0.6258305690516334,-0.7247039666511483
16,0.7431860180005344,-0.7908499081962834
16,-0.3647173092080991,0.3648356863023883
16,0.6470126558919495,-0.8218273336379688
16,0.6528958107854953,-0.755057904521666
16,-2.5754201242823855,1.316210954806688
17,0.7343226731186553,-0.7590261481755949
17,0.47487659617965944,-0.5305205734478701
17,-0.7159121245044573,0.7613802098689982
17,-0.6181352099139379,0.6888920996119341
17,-0.5089212134392432,0.4523047463697642
17,0.43712158197820405,-0.46443634875681244
17,-0.4732838785900637,0.3995406842326693
17,-3.982815691090231,-2.230431979336231
17,0.47006152762903597,-0.5797634590277003
17,0.6514028642027334,-0.6395169899713059
18,0.5972614860988182,-0.6412327953175246
18,-0.5844394176599909,0.5797421461646924
18,0.6709701139471015,-0.5949298962367676
18,0.7550661620709778,-0.7710459243835891
18,-0.6334646501276071,0.7566401497929395
18,0.5501013948692383,-0.5591617313534671
18,0.5214333412575294,-0.6651476953413002
18,0.5227645986921375,-0.5521637615664129
18,0.6610147357668608,-0.6593322600439204
18,0.4084108774872106,-0.4579197699452003
19,-0.5507593504662933,0.6263812732351742
19,0.7193249878159105,-0.745533601561241
19,-0.42073169541901284,0.5411146163449473
19,-0.6109106538330442,0.6636028446006863
19,0.6681679907258241,-0.7997105062573585
19,0.6481851977983337,-0.647271379436104
19,0.6137699476351686,-0.7195338051528761
19,0.6008087712560451,-0.598266362904158
19,0.5841752490809518,-0.5686709276722272
19,1.331600141305173,0.3822921080659263
20,2.606310571082524,3.864082834562875
20,-0.35480565014515836,0.3505655505674928
20,-0.45610202969593966,0.5041146711854484
20,0.6851888269297041,-0.7331190324797897
20,-0.4071039148100627,0.5289584027336336
20,-0.5754006407463711,0.7144526849195589
20,-0.46356433438361005,0.48262629066717494
20,0.628319319713377,-0.7136543602360793
20,0.5216508008348765,-0.5469605593358585
20,-0.6740691399885957,0.7459649930608974
21,0.6337854729356955,-0.660636337511689
21,0.9530110408679329,1.1401774426721596
21,-0.6065472378050916,0.7287776727558066
21,-0.6931429318282981,0.6282773550885709
21,0.6339511400113143,-0.6793354519111765
21,-0.5384185313185474,0.669758828695205
21,-0.4158802730168876,0.47486236052860525
21,0.6703297651542922,-0.7084792168796441
21,0.6136489105678409,-0.6821244030088871
21,-0.5213432659742222,0.6348688662106063
22,-0.4876870561161741,0.6582133968837267
22,0.5168462989429895,-0.4547134426953102
22,0.6166619352624636,-0.6545856554740871
22,-0.8363403474935334,2.349229455299536
22,-0.4749794795762823,0.5127666923494564
22,-0.521719846853246,2.695485310800313
22,0.48884192955993855,-0.5557502046486705
22,-0.5278639097970297,0.5758006764330799
22,-0.540211094132701,0.6300505518464582
22,-0.5238688642056479,0.6697181231219479
23,-0.4905495529382811,0.6235630267006098
23,-0.4701810168116394,0.5136042464951978
23,1.265427745722331,0.40884066662146495
23,-0.5580137315371813,0.6041807223025576
23,0.45919094727655724,-0.4741661802652906
23,-0.6298933869935395,0.690776506644985
23,-0.4717683958588036,0.37012741614749334
23,-0.5890936073785685,0.6701017559385885
23,0.45891348035764157,-0.5489686163751433
23,0.5743570051528751,-0.6696563446029624
24,-0.4999697036570177,0.5911256608871067
24,-0.6734793761906489,0.7193807321778448
24,0.5847332332849092,-0.7677438913953937
24,-0.8591437983637475,1.7765031437100332
24,-0.4948397809469128,2.325298920078086
24,-0.5645225847352152,0.7293167573242254
24,0.4999719860671714,-0.6394653939296912
24,-0.5616801013729898,0.6110280915736203
24,0.5349250988396839,-0.526643185275311
24,-0.5032527426916025,0.5225665034512066
25,-0.5520769095520253,0.6615930505379105
25,-0.6678981676587747,0.7807652022739218
25,0.6000636372170913,-0.7691303902986033
25,-0.5224666338211792,0.6357931138401651
25,-0.6316656701326968,0.7220285405066148
25,-0.5250331271809262,0.5316314292722158
25,-0.6925552735428625,0.727478190539252
25,-0.7014883269061247,0.760319725158273
25,0.7236784909503818,-0.789564844338723
25,0.6177856881363902,-0.6875275645120348
26,-0.5828268654141777,0.7910463452906058
26,0.6618928921066858,-0.6512934116556791
26,-0.5991750412337321,0.8249807238106165
26,0.9973831715782007,2.5979425991033867
26,0.5792301315048846,-0.7093379096805797
26,1.1731784975617912,1.2411156055375028
26,-0.6476102338077124,0.7816484783419114
26,-0.6019278563867352,0.807445266775544
26,-0.5527820444932724,0.6474139433441999
26,-0.434859808378928,0.4508076375077621
27,-0.3755448439125196,1.7521902820479758
27,0.6063822402849013,-0.7330892598208468
27,-0.5393984880259548,0.7054822938868103
27,-1.1168664803897708,1.9461310240785787
27,-0.44615298428950656,1.4542954542064948
27,-0.538355762888691,0.5779517129191041
27,-0.621088464069435,0.6915224533226288
27,-0.6188653571153102,0.72902238371725
27,-0.5211651903544944,0.750307341795561
27,0.4394760830932641,-0.47096527642894925
28,-0.6552907270255938,0.8339415057647055
28,0.6117323327266081,-0.6747828103245004
28,-0.4991962280654949,0.5576468248559932
28,-0.4453461459861183,0.536025808208938
28,0.4998538263234551,-0.5311220022611806
28,-0.6718333265005604,0.7828767989848989
28,0.6859553304236382,-0.8034444098538529
28,-0.41367210135015875,0.38163062154078425
28,0.5915286908720678,-0.7169975321538898
28,0.6318593068816524,-0.7186832813677084
29,-0.6802712662653715,0.7382312328774578
29,-0.5428932359054205,0.6218990775335723
29,-0.5352824355103549,0.6420508836550238
29,0.4148695739718037,-0.43884177174104166
29,-0.5466692151969371,0.7038114731763416
29,-0.5831508681503405,0.7492077383442384
29,0.5614150680110546,-0.6219244071841038
29,-0.46586319741277393,0.6172970662733345
29,-0.7772846863813786,1.5528867063823735
29,-0.6236024714009422,0.7343534952711593
30,-0.4881237248398077,0.6455886645841563
30,-0.5727337017277603,0.7274547860149712
30,-0.6297049409579683,0.780837033334039
30,0.010222594766605407,0.9441568092022943
30,-0.4557641343384075,0.633752444113508
30,-0.6495788190927804,0.8528275083001456
30,-0.5387700175064623,0.6838674338063973
30,0.6580060108143907,-0.7342223977290842
30,-0.5300396466290493,0.5844613172812344
30,-0.4143537166775957,0.5004740499135663
31,-0.44292891269798446,0.5832256518470075
31,-0.45796108734699226,0.47306009036748764
31,-0.6104078865358921,0.7447657424675033
31,0.5691297050699757,-0.6527598978592061
31,-0.5390165661389846,0.7163380147622923
31,-0.5939815451235724,0.6381413515502322
31,0.5056934643191476,-0.6143646980248454
31,-0.4321406275606069,0.5202298753916228
31,-0.3861417207979588,0.4362491552532081
31,-0.449973362632641,0.610238781400991
32,-0.5040099900612564,0.5788920544750987
32,-0.547595039844691,0.6261150137646974
32,-0.3901259028602833,0.36722988928700584
32,-0.5355461173302039,0.7375219619225143
32,-0.5365807996191924,0.7683434465955383
32,-0.4752786210772535,0.5667766476063499
32,0.6164868570963513,-0.7119223626843749
32,-0.6188110864028469,0.6853675512337105
32,-0.6079737580161633,0.7322733829655234
32,-0.47967225057895946,0.5256898138182617
33,-0.6485341331017097,0.6199605799311506
33,-0.6117899339441637,0.7190583901301899
33,-0.5426989040546772,0.5739758412402172
33,-0.5132313596078828,0.699017607712713
33,0.7037969539633133,-0.8572340836543572
33,0.49358744028603574,-0.6693887465764031
33,0.4949735579738725,-0.4676972262490986
33,-0.5953515952858989,0.7929005454075837
33,-0.6333913325206351,0.7369542947193065
33,0.40912697836264383,-0.58990378738331
34,-0.4340341485690952,0.5373957734070484
34,-0.514532106494437,0.5701542424416273
34,-0.42912171847930625,0.6198200609732073
34,-0.4350445581141561,0.4547973324405898
34,-0.5034098143409481,0.6937725714758363
34,-0.46002138919637303,0.5139353292910558
34,0.4156659372474654,-0.5595898468309213
34,-0.43199114535895516,0.49377724213239416
34,-0.62107007312165,0.7339787055526126
34,0.5194730316280335,-0.729660589007875
35,-0.5140986314180033,0.6655236276882024
